article_text,labels
"Pakistan-Iran gas pipeline will not benefit from nuclear deal until the agreement eases economic sanctions on Tehran.Last week Prime Minister Nawaz Sharif�s Special Advisor on Foreign Affairs, Tariq Fatmi�s said Islamabad welcomes nuclear deal as it would open doors for economic cooperation with Tehran, includinggas pipeline. However, US State Department spokesman Mark Toner said lifting of sanctions for economic deals with Iran has not started yet. ",other
"The EU on Tuesday announced a free trade deal ""in principle"" with Vietnam aimed at removing nearly all tariffs on goods traded between the two countries.""We have a deal,"" EU Trade commissioner Cecilia Malmstroem announced as her office said it was ""an agreement in principle"" in two and a half years of ""intense"" negotiations for a free trade agreement.""This finely balanced agreement will boost trade with one of Asia�s most dynamic economies,"" Malmstroem said.""It sets a new, better and modern model for free trade agreements between the EU and developing countries, and establishes a good standard for the trade relationship between the EU and Southeast Asia as a whole,"" she added.The announcement followed a telephone conversation between Malmstroem and Vietnamese Industry and Trade Minister Vu Huy HoangThe two sides had agreed on ""all issues of substance"" and that the ""agreement will remove nearly all tariffs on goods traded between the two economies,"" Malmstroem�s office said.Malmstroem said the deal would boost opportunities for both EU and Vietnamese companies ""by increasing market access for goods and services."" She added that more than 31 million jobs in Europe -- which is suffering from high unemployment -- depend on exports.""So having easier access to a growing and fast developing market like Vietnam, with its 90 million consumers, is great news,"" the commissioner said.Malmstroem said the negotiating teams will now work on the finer points, ""settle some remaining technical issues and finalise the legal text."" The final version will then have to be approved by the EU member states and the European Parliament. ",other
"Gold hovered near a 5-1/2-year low on Wednesday as the dollar strengthened after comments from a Federal Reserve official backed expectations that the U.S. central bank would hike interest rates as early as next month.Atlanta Federal Reserve President Dennis Lockhart has said it would take ""significant deterioration"" in the U.S. economy for him to not support a rate hike in September, according to the Wall Street Journal.Gold, an asset that does not earn interest, has taken a hit given rising risks of a US rate hike. The Fed looks intent on lifting rates this year for the first time since 2006 as the U.S. economy strengthens, particularly its labour market.Spot gold was flat at $1,086.90 an ounce by 0606 GMT. Bullion has stayed largely below $1,100 since breaching that key support level in a late July rout that pulled it to as low as $1,077, its weakest since February 2010.U.S. gold for delivery in December slipped 0.4 percent to $1,086.50 an ounce.""We suspect that we will see a steady grind lower across most commodity complexes, including gold, largely attributable to the strength of the dollar and poor technicals that will only encourage more funds to further increase their short side exposure,"" INTL FCStone analyst Edward Meir said.In fresh evidence of a recovering U.S. economy, new orders for U.S. factory goods rebounded strongly in June. The dollar index rose to its highest since April against a basket of major currencies.Gold may languish below $1,100 as investors wait out Friday's U.S. nonfarm payrolls, said MKS Group dealer Samuel Laughlin.Bullion could test $1,080 on Wednesday, he said, following Lockhart's comments although some Chinese demand where onshore premium is around $2 an ounce over the global benchmark is providing some support.Holdings of the SPDR Gold Trust, the world's largest gold-backed exchange-traded fund, dropped further on Tuesday to 21.56 million ounces, the lowest since September 2008.Spot platinum and palladium wallowed near multi-year lows on a global glut and weak demand from the automotive sector.Platinum was unchanged at $951.60 an ounce, after sinking to $940.50 on Tuesday, its lowest since February 2009. Palladium gained 0.5 percent to $595.50 after hitting $586.33 overnight, its weakest since October 2012. Silver slipped 0.4 percent to $14.52 an ounce.",other
"The New York Times said Thursday its digital paid subscriptions had topped one million for the first time, as it reported a jump in quarterly profits.The prestigious US daily, which is seeking to manage a transition to digital, said it hit the milestone for digital-only subscriptions on July 30, some four-and-a-half years after launching its pay model.The more than one million digital-only subscribers are in addition to Times� 1.1 million print subscribers, who also get access to digital news.""This is a major milestone for our digital consumer business, which we launched in 2011 and has continued a strong and steady growth trajectory. It puts us in a unique position among global news providers,"" said Mark Thompson, president and chief executive of the New York Times Company.""We believe that no other news organisation has achieved digital subscriber numbers like ours or comparable digital subscription revenue. It�s a tribute to the hard work and innovation of our marketing, product and technology teams and the continued excellence of our journalism.""The Times began its online paywall strategy in 2011 and has been emphasising digital as print circulation and advertising decline.In 2012, the company said it took in more revenue from circulation than advertising for the first time.Thompson said international customers represent about 13 percent of the digital subscribers, noting that it was ""a percentage we expect will continue to grow very nicely in the coming quarters.""Digital traffic was up 27 percent year-over-year, to an average of 60 million monthly users, which helps boost ad revenues, according to Thomson.Ken Doctor, a media analyst at Outsell, said the milestone for the newspaper is ""worth celebrating for all who value journalism.""But Doctor said the newspaper cannot rest on its laurels.""The next generation of Times execs faces this question: What do we build on top of the paywall?"" he said in a blog post.This model ""can only take the Times so far; it needs to find additional spigots of reader revenue to get past flat revenue and into growth.""- Quarterly numbers -The Times said separately that its profit for the second quarter jumped 79 percent from a year ago to $16.4 million.The rise in profit came amid lower costs, while revenues dipped 1.5 percent from a year earlier, to $382 million.Circulation revenues grew, but failed to make up for the drop in advertising revenues.Second-quarter print advertising revenue fell 12.8 percent while digital ad sales grew 14.2 percent. Digital advertising pulled in $48.3 million, or 32.5 percent, of total ad revenues for the quarter ending June 30.Digital ad growth ""was again driven by growth in mobile, paid posts and video,"" Thompson said.""Expense management will remain a top priority as we head into the second half of 2015, although our emphasis on digital investment and execution is also more intense than ever.""Thompson said he expects to boost readership through partnerships recently announced with Facebook and Starbucks. Facebook delivers ""instant articles"" through the social network and Starbucks allows its customers access to Times� articles.""We expect all of these platforms to contribute to our digital audience and revenue growth,"" he said.",other
"The Sui Northeren Gas Pipelines have decided to restore gas supply to CNG sector in Punjab that was closed on July 30.According to a spokesman for the SNGPL, gas supply to all the CNG stations would be restored today (Friday) at 6:00 pm.He said the supply would continue until the next order is issued. ",other
"Desperate to widen the tax base in a country where less then one percent of the population pay taxes, the Federal Board of Revenue (FBR) has set a target to collect 138,000 more returns during the tax year 2015, officials said on Friday. The FBR has fixed a target of 1.05 million income tax returns during the year due to higher tax rates on non-filers. The FBR last year received 0.912 million tax returns. A senior official at Directorate of Broadening of Tax Base (BTB) of FBR said the FBR was estimating over 100,000 new income tax returns to be filed by the taxpayers during tax year 2015. The return filing for tax year 2015 will be completed by December with the filing by corporate sector. The filing of income tax returns for the tax year 2014 has been increased after measures taken in the budget 2015/2016 and it has increased to 912,000. The total number is still low as 3.5 million registered taxpayers are in the country. The directorate has gathered details of transactions on which tax was paid during 2013/2014 for the purposes of bringing new taxpayers in the system. According to details, Rs19.75 billion was collected from 2.46 million commercial and 0.29 million industrial electricity consumers. Similarly, about Rs52 billion of taxes were collected through withholding mechanism from 136.5 million mobile phone and 5.6 million landline telephone subscribers. In the banking system the FBR recorded 30.5 million transactions including saving accounts, national saving schemes and cash withdrawals on which the tax authorities collected over Rs50 billion. The directorate so far issued 344,572 notices to defaulters. Around 72,000 persons filed returns and paid Rs485 million tax. Through those notices, the directorate created demand of Rs16.87 billion and recovered Rs6.42 billion. During the recovery process the tax authorities resorted to harsh measures in 2,326 cases, which included: freezing of 1,366 bank accounts; issued arrest warrant in 343 cases; attached 195 properties and impounded 422 vehicles. ",other
"Oil prices fell in Asian trade on Monday, extending weeks of losses after a US report stoked expectations of a global glut of suppliers.US benchmark West Texas Intermediate (WTI) for September delivery was at $43.57, down from $43.87 on Friday in New York -- its lowest close since March 17.Brent crude for September was trading at $48.25 after ending at $48.61 on Friday""It�s still a supply story,"" Jonathan Barratt, chief investment officer at Ayers Alliance Securities, told Bloomberg News.""There is not a lot of upside for oil.""Concerns about a global supply glut were stoked on Friday when Baker Hughes said the number of US drilling rigs rose for the third straight week.The count rose to 670, the oil-field services firm reported -- its fifth weekly gain in six -- just days after the US government reported an increase in oil production in the world�s top consumer.A glut in crude oil supply is seen as the main driver for a sharp decline in oil prices that has seen crude slump to almost a third of its mid-2014 peaks.News of rising US production comes as top producing cartel OPEC has refused to cut output, and as investors wait for Iran to ramp up exports after a major deal over its nuclear programme last month.In exchange for curbing its nuclear activities, Tehran will see the lifting of sanctions, which have slashed its oil exports.Investors predict crude prices will remain under pressure for the rest of the year, particularly after trade and inflation data added to concerns about China�s economy over the weekend.""We�re expecting oil prices not to recover at all in the second-half,"" Mark Pervan, head commodity research at Australia�s ANZ bank, told Bloomberg. ",other
Federal Board of Revenue (FBR) has announced August 31 as last date for salaried persons and September 30 for non salaried persons to file their tax returns.The deadlines for filing the tax returns is for all existing and new tax filers an official of FBR told APP here on Tuesday.He said the FBR was committed to broadening the tax net for strengthening of the national economy and to enhance tax to GDP ratio.The official said that FBR had collected Rs 140 billion during first month of current fiscal year 2015-16. He said the amount is six percent extra as compared to the previous year as the FBR collected Rs 133 billion in July lastyear.The performance of FBR is very encouraging in the start of current fiscal year and figures shows six per cent increase in collection of taxes he added.He said that FBR was aiming to issue the notices to those non compliant persons who have not returned their tax files.He said that the FBR s administrative reforms were gradually leading to improvement in tax structure and revenue collection. The reforms will continue for addressing the issue of tax compliance and administration he said.The FBR Spokesman said the government directed all Chief Commissioners of regional tax office to accelerate the efforts for the broadening of tax base.,other
"China�s central bank on Tuesday devalued its yuan currency by nearly two percent against the US dollar, as authorities seek to push market reforms and bolster the world�s second-largest economy.The surprise move marked the biggest drop since China reformed its currency system in 2005 by unpegging the yuan -- also known as the renminbi (RMB) -- from the greenback.It should make the country�s exports more competitive overseas, but analysts said it could prompt anger in the US.The People�s Bank of China (PBoC) set its daily reference rate for the yuan at 6.2298 to $1, compared with 6.1162 yuan the previous day, effectively 1.86 percent lower.The change came amid speculation China is preparing to widen the yuan�s two percent trading band for the first time since March 2014.The range is calculated from a central ""reference rate"" each day. Before Tuesday, Chinese officials said they based the fixing on a poll of market-makers, but the PBoC�s move means it will now also take into account the previous day�s close and other factors.Beijing has so far kept a tight grip on the currency�s value on fears major swings and volatile capital flows could present financial risk and reduce its control over the economy.That has made the yuan far more stable than other major global currencies and a two percent move in its value is dramatic -- before Tuesday�s announcement it had traded within a roughly 0.4 percent band for four months. ",other
"Oil prices fell in Asia Tuesday as dealers focused on an upcoming US energy report for clues about production and demand levels in the world�s top crude consumer amid abundant global supplies.US benchmark West Texas Intermediate for September delivery fell 47 cents to $44.49 while Brent crude for September eased 45 cents to $49.96 in mid-morning trade.The US Energy Information Administration will release the latest US stockpiles report for the week to August 7 on Wednesday.Analysts said dealers will focus on production after it rose 52,000 in the previous week, slightly offsetting a 4.4 million drop in overall crude reserves that indicated healthy demand.London-based research house Capital Economics said the main drivers pressuring oil prices were ""signs of a recovery in US production and buoyant OPEC supply"".Dealers predict a slowdown in US output -- and increased demand during the summer driving season -- could whittle down a huge global glut that has been a key reason prices collapsed from a peak of around $120 in June last year.The Organisation of the Petroleum Export Countries� (OPEC) decision to maintain its output level at around 30 million barrels a day despite sagging demand is also seen as a reason for the abundant supplies.The move is seen as an attempt by the producer cartel�s kingpin Saudi Arabia to defend its market share as it fends off competition from US shale oil.That policy may be working, with the latest drop in prices prompting ""more Western oil companies to shelve investment plans, which will feed back into slower growth in non-OPEC production,"" Capital Economics said. ",other
"In a bid to increase the number of income tax returns, the Federal Board of Revenue (FBR) has made mandatory for all salaried persons having taxable income to file income tax returns electronically from Tax Year 2015.Through SRO 791(I)/2015 issued on Tuesday, the Income Tax Ordinance, 2001 has been amended to make it mandatory for all individuals earning taxable income to file tax return electronically for the tax year 2015, for which the last date is August 31, 2015. Tax experts strongly criticised the move. They said salaried individuals were a soft target, and by forcing salaried persons for filing returns the tax authorities were trying to achieve their desired number.Earlier, the law required a person earning Rs500,000 per year to file tax return electronically. While salaried persons under threshold for income tax payment, ie Rs400,000 were also required to file returns, but it was not mandatory through e-filing.Muhammad Zubair, President, Karachi Tax Bar Association (KTBA) said the changes made by the FBR are disappointing, as this shows they only want to increase the numbers instead of increasing the tax revenue.He said that a large segment of salaried persons fall in the slab of Rs400,000 to Rs500,000, which also includes the lower cadre of any corporate entity. �In some cases even a peon of an entity will be filing tax return,� he added.It is pertinent to mention here that a large number of the salaried class already files income tax returns on an annual basis. According to data obtained from a report of Tax Reform Commission, around 881,262 total returns were filed in tax year 2013, out of which salary returns were 235,117.Rehan Jafri, General Secretary, Pakistan Tax Bar Association (PTBA) criticised the FBR move and asked the authority to first enable its e-portal to handle such a huge number of filings.He said that the last date of filing the income tax return is August 31 and so far the return forms have not been issued by the FBR. �It will create difficulties for taxpayers to file in a short span of time,� he said, adding the FBR should have issued the form on July 1 allowing at least two months for filing preparation.The FBR�s new online software for filing income tax returns IRIS (Integrated Risk Information System) was criticised last year for deficiencies. Tax experts believe that without addressing the issues it will be another failure for FBR.Shahid Hussain Asad, Member Inland Revenue (Policy) and official spokesman said the measure had been taken to ensure electronic availability of taxpayers� data.As per tax laws all the individuals are also required to file a wealth statement along with their return. ",other
"Oil prices extended losses in Asia on Wednesday as dealers worried about China�s economy following its surprise currency devaluation, while oversupply concerns also added to downward pressure, analysts said.US benchmark West Texas Intermediate (WTI) for September delivery fell five cents to $43.03 while Brent crude for September slipped 35 cents to $48.83 in late-morning trade.WTI on Tuesday sank to its lowest level since March 2009, while Brent also fell in London, after China�s central bank moved to devalue its currency by nearly two percent against the US dollar.The People�s Bank of China again lowered the daily fix that sets the value of the Chinese currency against the greenback on Wednesday by 1.62 percent, sending a new shockwave through financial markets.""The Chinese yuan continues to weaken for the second day, which could suggest further weakening of oil prices,"" said Daniel Ang, an investment analyst at Phillip Futures in Singapore.Investors fear Beijing�s move signalled concerns over growth in the world�s second-largest economy and top energy consumer, which came after data published over the weekend showed a slump in Chinese trade.It also pushed up the greenback, which strengthened further against Asian currencies on Wednesday, which hurts dollar-denominated commodity prices by making them more expensive for international buyers.Ang said prices were also under pressure after the Organization of the Petroleum Exporting Countries (OPEC) said output in July rose by 100,700 barrels per day from the previous month to 31.5 million barrels per day.""An increase in OPEC production is certainly not ideal for the oversupplied market at this point in time,"" Ang said.The producer cartel�s refusal to cut its output level despite sagging demand is seen as a reason for a prolonged global oversupply, which has seen prices fall to almost a third of their mid-2014 peak.Analysts have said the move is an attempt by the cartel�s kingpin Saudi Arabia to defend its market share as it fends off competition from US shale oil.Dealers will next focus on US crude stockpiles data to be released on Wednesday for clues on demand in the world�s top crude consumer, Ang said. ",other
"Asian shares were mixed Thursday, as an afternoon rally on Wall Street gave investors room to breathe after concerns about China�s economy jolted global financial markets.The dollar inched higher, after taking a knock in New York from speculation the US Federal Reserve will delay hiking interest rates following China�s devaluation of the yuan.Tokyo opened flat, easing 0.23 points, Sydney added 0.57 percent and Seoul dipped 0.1 percent after the South Korean central bank left its key rate at a record low.Hong Kong added 0.60 percent and Shanghai rose 0.19 percent in early deals.China cut the rate of the yuan against the dollar for the third consecutive day Thursday, reducing the reference rate by 1.1 percent from the previous session.The reduction comes after two previous cuts, on Tuesday and Wednesday, sparked concerns that China�s economy, long an engine for world growth, is weaker than previously thought.The move fanned fears the Chinese currency could be set for a prolonged depreciation and send shockwaves reverberating through global financial markets.Commodities along with stocks in Europe and Asia fell, safe-havens gold and bonds rose and currencies in Asia-Pacific suffered their worst two-day selloff since 1998.But an afternoon comeback on Wall Street, led by Apple and energy stocks, and news China�s central bank had intervened to stop the yuan tanking on Wednesday cheered dealers.The intervention ""is a hopeful sign that the authorities are not shooting for a maxi-devaluation,"" Tim Condon, head of Asian research at ING in Singapore, told Bloomberg News.In Tokyo forex trade, the dollar fetched 124.30 yen early Thursday against 124.24 yen in New York late Wednesday.The euro exchanged hands at $1.1156 and 138.67 yen compared with $1.1159 and 138.63 yen in US trade.Oil prices were mixed on Thursday after edging up from a six-year low in New York on news US oil supplies declined and the dollar retreated.US benchmark West Texas Intermediate for delivery in September fell three cents to $43.27 and Brent crude for September rose five cents to $49.71 in morning Asian trade.Safe-haven gold fetched $1,121.23 compared to $1,117.50 late Wednesday.In individual shares, Australia�s Telstra fell two percent to Aus$6.12 after the telecoms company said annual net profit fell one percent Aus$4.23 billion after the sale of Hong Kong mobile business CSL.Chinese Internet giant Alibaba closed more than five percent lower in New York at $73.38 after a disappointing quarterly report showed sales growth cooling. ",other
"CNG stations in Sindh will remain closed for three days per week, a spokesman for the Sui Southern Gas Company (SSGC) said. According to the spokesman the CNG stations will remain closed on Monday, Wednesday and Friday. The stations will be shut from 8:00AM in the morning on the above mentioned days for 24 hours.",other
"Oil prices resumed their decline in Asia Monday as a global glut of crude supplies showed no signs of abating in the face of sluggish demand, analysts said.US benchmark West Texas Intermediate (WTI) for September delivery fell 63 cents to $41.87 a barrel in late-morning trade, the lowest since March 2009. Brent crude for October, a new contract, was down 65 cents to $48.54.WTI and Brent�s September contract rose in New York on Friday after closing at their lowest level in six and a half years in the prior session.But oil came under renewed pressure in Asia after the latest data showing the number of rigs drilling for US oil increased last week, the sixth rise in seven weeks, analysts said.The news added to fears of a prolonged global surplus as output from the Organization of the Petroleum Exporting Countries and the United States remains robust despite the tumbling prices.""The combination of elevated stockpiles in the US and increasing production from OPEC, sluggish demand growth, and a stronger US (dollar) would continue to pressure oil prices,"" said Bernard Aw, market strategist at IG Markets in Singapore.The dollar strengthened in Asia on Monday after solid data boosted expectations of an imminent US rate rise, after China�s shock devaluation of the yuan last week hurt Asia-Pacific currencies.As oil is traded in the US currency, a strong dollar makes it more expensive for international investors, dampening demand.""The devaluation of the yuan by China led to the weakening of other emerging market currencies,"" said Sanjeev Gupta, who heads the Asia-Pacific oil and gas practice at professional services firm EY.""This spells negative news for crude as a strong US dollar makes crude expensive for importing countries, thereby curtailing demand.""Gupta said traders will be watching Chinese home prices data due for release Tuesday for further clues on the health of the world�s second-largest economy.Traders will also comb through the minutes of the US central bank�s meeting in late July, due for release Wednesday, for signs on when the Fed will raise interest rates.""We continue to expect further short-term downside in WTI crude over the next few months,"" the Australia and New Zealand Banking Group (ANZ) said in a market commentary. ",other
"BuzzFeed, the website which lives off viral and ""shareable"" news, got a major boost for expansion plans Tuesday with a $200 million investment from NBCUniversal.The deal with NBCU, a division of the media and cable conglomerate Comcast, calls for ""strategic partnerships"" between the two groups, which could allow sharing of content between BuzzFeed and the vast NBC television operations.The deal values the ""social news"" pioneer at some $1.5 billion, according to several media reports. The companies did not comment on the valuation terms of the investment.""It�s a fascinating time for the media industry; social, mobile, digital, and broadcast platforms are converging to create new opportunities to connect with global audiences,"" said Jonah Peretti, BuzzFeed�s founder and chief executive.The news comes just a week after NBCUniversal announced a similar $200 million injection into another digital news group, Vox Media, and highlights the potential seen in online news as consumers move away from traditional media.""BuzzFeed has built an exceptional global company that harmonizes technology, data and superior editorial abilities to create and share content in innovative ways,"" said Steve Burke, CEO at NBCUniversal.""They reach a massive, loyal audience and have proven to be among the most creative, popular and influential new media players. We are pleased to be making this investment and for our companies to partner and work together.""The investment follows Monday�s announcement that BuzzFeed would launch a Japanese news website in a partnership with Yahoo Japan, the latest step in a global expansion push.BuzzFeed is one of the largest pure-play digital websites, claiming to reach some 200 million users worldwide.With its recent expansion, the group says some 45 percent of traffic now comes from outside the United States, having launched editions in Britain, Brazil, France, Australia, India, Germany, Mexico and Canada.BuzzFeed, founded in 2006 by Huffington Post co-founder Peretti, was known for offbeat ""shareable"" news but has been investing in new staff and technology as it expands globally.NBCU was created as a joint venture with the NBC broadcast group and Universal Pictures, previously controlled by France�s Vivendi. Comcast took full control of NBCU in 2013.- Profiting from sharing -While BuzzFeed�s finances are not made public, documents leaked last week by the website Gawker suggested it is making a profit -- some $2.7 million in the first six months of 2014 and $7 million in 2013.Rebecca Lieb, an independent media consultant and analyst, said BuzzFeed ""has successfully captured mass eyeballs, which is difficult in an era of highly specialised and topical information.""BuzzFeed ""is good at picking topics which are light and entertaining and shareable,"" Lieb told AFP.Additionally, she said BuzzFeed has successfully reached younger audiences who often don�t read newspapers or subscribe to cable television, and that this group is attractive to advertisers.BuzzFeed also has been able to optimise its content by using algorithms that show which stories are viewed and shared most often, and prioritising these items, Lieb said.She added that the website is strong in ""native"" advertising, which includes ""sponsored"" and similar content.The tie-up with NBCU offers potential, Lieb said, such as snippets of Olympic videos which could be offered to BuzzFeed and drive consumers to watch more on television.Kenneth Lerer, BuzzFeed�s executive chairman, said in a statement that the tie-up could mean ""collaborating on television content, movies, the Olympics, and joint partnerships with ad agencies and brands.""Last year, BuzzFeed said it had secured $50 million in a deal that reportedly valued it at $850 million. But the latest injection vaults it into the club of ""unicorns,"" a term used for startups valued at over $1 billion.Vox is believed to be worth over $1 billion following its recent cash infusion from NBCU. And Vice Media last year secured some $500 million which boosted its valuation to a reported $2.5 billion.One of the largest digital-only news groups is the Huffington Post, whose future is uncertain after its parent company AOL was sold this year to telecom giant Verizon. ",other
"Oil prices fell in Asia Wednesday, giving up meagre gains in the previous session as investors await a US inventory report to gauge demand in the world�s top economy.US benchmark West Texas Intermediate for September delivery fell 17 cents to $42.45 a barrel and Brent crude for October dipped 23 cents to $48.58 a barrel in late-morning Asian trade.Both contracts eked out modest rebounds in closing deals in New York on Tuesday.But analysts said prices were unlikely to stage a sustained rally because the market remains awash with supplies from the Organization of the Petroleum Exporting Countries (OPEC), led by Saudi Arabia.Oil traders are also watching a report on US crude inventories in the week ending August 14 due later Wednesday to measure demand in the world�s biggest economy and large producer of shale oil.Analysts expect inventories to decline, but also said stockpile levels remain high after a weaker-than-hoped rise in demand during the summer driving season.""Output in the US has turned out to be more robust than many had previously assumed, as shale firms have dramatically slashed costs and increased their efficiency rather than cutting production,"" said Thomas Pugh, commodities economist at research firm Capital Economics.Demand growth is not keeping pace with supply, especially with the slowdown in China, the world�s top energy consuming nation and its second-biggest economy.Iran last month also reached an agreement with major world powers to rein in its nuclear ambitions in exchange for the lifting of crippling Western economic sanctions which have restricted its oil exports.""This renewed decline in oil prices has largely been driven by a combination of concerns about demand, notably from China, and continued strong growth in supply,"" said Pugh.""OPEC has increased its output by almost 1.4 million barrels per day since January and the potential return of exports from Iran early next year could exacerbate the supply glut,"" he said. ",other
"Global oil prices hit a new six and a half year low Thursday, nearing the key $40 a barrel level as a surprise rise in US stocks fuelled supply glut fears.US benchmark West Texas Intermediate for September delivery sank to $40.21 per barrel, the lowest level since March 2009. It later stood at $40.30, down 50 cents from Wednesday�s close.Brent North Sea crude for October delivery meanwhile slid to $46.31 a barrel, a point last seen in mid-January and not far off a six-year nadir. The contract later stood at $46.40, down 76 cents.""US stockpiles unexpectedly expanded when the market was looking at a contraction, which heightened the global oversupply concerns,"" said Bernard Aw, a market strategist at IG Markets.""This added pressure to crude prices, and we see WTI drop below $41, heading towards the key $40 level. We could see more downsides, given that the current conditions remain unfavourable to oil.""The US Department of Energy on Wednesday said oil stockpiles rose 2.6 million barrels in the week ending August 14, and reported a 300,000 barrel rise at the closely watched Cushing, Oklahoma trading hub.The surprise jump in inventories at a time when they normally fall added to concerns of a global surplus, particularly as signs emerge that demand is faltering in top energy importer China.US banking giant Citigroup said WTI could fall to $32 a barrel, a level not seen since the throes of the financial crisis, pressured by excess supplies.""Oil balances point to further oversupply throughout 2015 begging the question how low can oil go,"" it said in a market commentary, adding that hitting the 2008 low of $32.40 a barrel ""is a conceivable reality.""But Daniel Ang, an investment analyst with Phillip Futures in Singapore, said he expects WTI to be supported at $40 a barrel in Thursday�s trading session.""Technically, we are still seeing a very bearish momentum, however for prices to break below $40 is going to be an arduous task,"" he said.""We see $40 for WTI to be a strong psychological support."" ",other
"The Federal Board of Revenue (FBR) has initiated a drive to identify income sources of luxurious vehicles� owners to ensure their tax return filings, confiscating vehicles on non-compliance, official sources said on Thursday.The sources said tax officials are obtaining data of registered motor vehicles above 1,000cc to determine the sources of income of their owners to increase filings of tax returns.They told The News that Inland Revenue asked local car assemblers and customs authorities to share the last five-year data of purchased vehicles with the tax department.�We are comparing this with the data provided by the provincial motor vehicle registration authorities,� said a source.The sources said the FBR has started issuing notices to the owners of vehicles and around 422 vehicles have been seized on non-compliance.Motor vehicle registration authorities of various cities have so far shared data of 821,000 registered vehicles above 1,000 CC, while Indus Motors Co Limited, Pak Suzuki Motors Co Ltd and Honda Atlas Motors Ltd have provided the details of 73,200, 153,700 and 45,000 vehicles, respectively.The sources said the customs department will also provide the details of vehicles imported during the past five years, including those cleared under the amnesty scheme announced in 2013.They said a number of smuggled vehicles are being used, especially in rural areas.An official at Regional Tax Office (RTO) Karachi said vehicles were also cleared on fake identity for which customs authorities are responsible.The customs cleared around 51,200 vehicles under the amnesty scheme 2013 and earned the FBR Rs16.2 billion as duty and taxes.�The amnesty was granted on clearance and a vehicle owner is required to file income tax returns and declare source of income,� said the source.However, the FBR failed to identify the real ownership due to apathy of customs department fraught with corruption and misconduct.The Federal Tax Ombudsman, in 2014, released a detailed report on irregularities in clearance of imported vehicles.�Granting amnesty to smuggling is counterproductive as it promotes smuggling, emboldens smugglers and contributes to black economy,� the report said.It further said luxury vehicles were mostly smuggled to cater to the upper class, adding that therefore the amnesty was more undesirable and against the national interest.�Apart from the conceptual irrational and counter-productivity of amnesty for smuggled vehicles, the amnesty scheme 2013 was allegedly misused for corrupt motives by the customs staff for regularising such vehicles as had either not yet arrived in the country or these were not physically presented or actually seized by the customs,� the report said.Besides, many tampered and stolen vehicles might have been granted amnesty due to weak or non-checking of tampering and absence of any filer for stolen vehicles, it said.�It will be difficult to cross-match the data of imported vehicles with those registered with the provincial authorities in such as scenario,� said a source in the Inland Revenue. ",other
"The State Bank of Pakistan (SBP) on Friday warned exchange companies on �artificial shortage� of the US currency that dropped rupee further to 104 against dollar amid a frenzy in the currency market.�The artificial shortage of the US currency is a major source of concern,� Abid Qamar, the chief spokesperson of SBP told The News. �The State Bank is strictly monitoring the exchange rate movement in the open market and instructed the exchange companies� heads that they should take necessary actions.�Qamar said the central bank expressed its concerns over the falling rupee value in the open market despite that the bank has allowed exchange companies to import dollars to meet the growing demand for the greenback.�(The central bank) has warned the exchange companies to make all-out efforts for curbing the US currency shortage in the market,� he added.Qamar said recent move in the kerb dollar rate is really a source of worry for the central bank. �The rising supply-demand gap is a source of worry.�The rupee hit 104 against the US currency on Friday at the open market as dollar shortages continued. It was quoted 103.50/103.70 against the greenback.The rupee also breached its support level of 101 and closed at 102.02 versus dollar in the interbank market.The rupee has depreciated 3.5 percent since August 2014. The [interest] spread on buying and selling of the dollar between interbank and open markets has widened to Rs2. The State Bank has clearly instructed that the spread should not exceed 25 paisas.Malik Bostan, President Forex Association of Pakistan said the open currency market was volatile due to rise in dollar demand from Hajj pilgrims and imposition of 0.3 percent withholding tax on banking transactions for non-filers, who are now trading in dollar to avoid the tax.Hajj flights started from August 17 and will end next month. Therefore, Bostan said people have started buying dollar and Saudi Riyal for their journey.Meanwhile, the head of the central bank�s foreign exchange department, in a meeting with the representatives of exchange companies, directed them to bring stability in the kerb market by ensuring smooth supply of the foreign currencies.Bostan said the SBP ordered the exchange companies, during the meeting, to use biometric verification system in foreign exchange dealings for due diligence of the customer.�The SBP said it would provide foreign exchange to the exchange companies to curb the shortage,� Bostan claimed.�It was also suggested that companies would not sell or buy single dollar without providing the CNIC (computerised national identity card) from the customer.� ",other
